path,taxa,specimen,tissue
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0028.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0029.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0030.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0031.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0032.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0033.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0034.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0035.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0036.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0037.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0038.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0039.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0040.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0041.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0042.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0043.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0044.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0045.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0046.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0047.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0048.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0049.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0050.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0051.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0052.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0053.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0054.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0055.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0056.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0057.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/filament/image0058.tif,Calliactistigre Hawaii,UF5018,filament
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0001.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0002.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0003.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0004.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0005.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0006.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0007.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0008.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0009.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0010.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0011.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0012.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0013.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0014.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0015.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0016.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0017.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/pharynx/image0018.tif,Calliactistigre Hawaii,UF5018,pharynx
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0001.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0002.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0003.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0004.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0005.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0006.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0007.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0008.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0009.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0010.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0011.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0012.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0013.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0014.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0015.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0016.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0017.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0018.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0019.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0020.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0021.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0022.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0023.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0024.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0025.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0026.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0027.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0028.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0029.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0030.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0031.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0032.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0033.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0034.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0035.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0036.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/Calliactistigre Hawaii UF5018/tentacles/image0037.tif,Calliactistigre Hawaii,UF5018,tentacles
Search engine/test/cavusactis/acontia/image0004.tif,Cavusactis,,acontia
Search engine/test/cavusactis/acontia/image0009.tif,Cavusactis,,acontia
Search engine/test/cavusactis/acontia/image0013.tif,Cavusactis,,acontia
Search engine/test/cavusactis/acontia/image0023.tif,Cavusactis,,acontia
Search engine/test/cavusactis/acontia/image0025.tif,Cavusactis,,acontia
Search engine/test/cavusactis/acontia/image0026.tif,Cavusactis,,acontia
Search engine/test/cavusactis/acontia/image0048.tif,Cavusactis,,acontia
Search engine/test/cavusactis/acontia/image0063.tif,Cavusactis,,acontia
Search engine/test/cavusactis/acontia/image0112.tif,Cavusactis,,acontia
Search engine/test/cavusactis/acontia/image0118.tif,Cavusactis,,acontia
Search engine/test/cavusactis/acontia/image0137.tif,Cavusactis,,acontia
Search engine/test/cavusactis/filament/image0001.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0002.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0005.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0006.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0012.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0016.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0017.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0018.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0020.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0021.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0023.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0024 (2).tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0024.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0025.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0026 (2).tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0026.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0027.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0028 (2).tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0028 (3).tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0028.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0029.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0031.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0034.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0037.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0038.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0040.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0042.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0043.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0044.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0045 (2).tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0045.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0046.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0051.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0054.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0056.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0061.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0062.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0068.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0070.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0071.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0074.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0080.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0083.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0094.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0143.tif,Cavusactis,,filament
Search engine/test/cavusactis/filament/image0145.tif,Cavusactis,,filament
Search engine/test/cavusactis/pharynx/image.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0001.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0011.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0015.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0020 (2).tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0020.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0021.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0022.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0028 (2).tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0028.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0031.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0032.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0035.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0037.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0038.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0039.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0040.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0043.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0045.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0047.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0048 (2).tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0048.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0053.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0055.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0057.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0060.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0065.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0068.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0069.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0074.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0077.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0078.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0081.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0082.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0083.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0084.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0086.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0087.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0088.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0090.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0094.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0096.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0101.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0110.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0111.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0113 (2).tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0113.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0114.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0117.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0123.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0130.tif,Cavusactis,,pharynx
Search engine/test/cavusactis/pharynx/image0132.tif,Cavusactis,,pharynx
